company_name,company_domain,pais,ciudad,profile_key,target_leads,selected_for_run,status,last_run_at,linea_detectada,linea_raw,company_url_raw,source_file,source_sheet
Aeropuertos del Oriente S.A.S.,aerooriente.com.co,Colombia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.aerooriente.com.co,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Aeropuertos del Perú S.A.,adp.com.pe,Perú,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.adp.com.pe,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Aeropuertos y Servicios Auxiliares (ASA),gob.mx,México,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.gob.mx/asa,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Aerostar Airport Holdings,,Puerto Rico,San Juan (SJU),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Aerostar Airport Holdings LLC,sjuairport.com,Puerto Rico,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://sjuairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Aerounión,,México,Toluca (TLC),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Air Panamá (belly cargo),,Panamá,Ciudad de Panamá (PAC/PTY),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Airplan S.A.S.,airplan.aero,Colombia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.airplan.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Airports Authority of Jamaica (AAJ),airportsauthorityjamaica.aero,Jamaica,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.airportsauthorityjamaica.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Airports Authority of Trinidad and Tobago (AATT),tntairports.com,Trinidad y Tobago,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.tntairports.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Amerijet International,,Puerto Rico,San Juan (SJU),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Anguilla Air and Sea Ports Authority,aaspa.ai,Anguila,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.aaspa.ai,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Antigua and Barbuda Airport Authority,vcbia.com,Antigua y Barbuda,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://vcbia.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Arajet (belly cargo),,Rep. Dominicana,Santo Domingo (SDQ),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Argyle International Airport Inc.,svgia.com,San Vicente y las Granadinas,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.svgia.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Aruba Airport Authority N.V.,airportaruba.com,Aruba,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.airportaruba.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Autorité Aéroportuaire Nationale (AAN),aan.gouv.ht,Haití,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://aan.gouv.ht,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Avianca Cargo,,Colombia,Bogotá (BOG),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Azul Cargo Express,,Brasil,Campinas (VCP),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Bahamas Airport Authority (BAA),airportauthoritybahamas.com,Bahamas,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.airportauthoritybahamas.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Belize Airports Authority,belizeairportsauthority.com,Belice,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.belizeairportsauthority.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Bonaire International Airport N.V.,bonaireairport.com,Bonaire,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.bonaireairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
CCR Aeroportos,ccraeroportos.com.br,Brasil,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.ccraeroportos.com.br,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
CORIPORT S.A.,guanacasteairport.com,Costa Rica,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.guanacasteairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
CORPAC S.A.,corpac.gob.pe,Perú,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.corpac.gob.pe,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Cayman Islands Airports Authority,caymanairports.com,Islas Caimán,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.caymanairports.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Celebi Aviation,,Rep. Dominicana,Santo Domingo (SDQ),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Central Romana Corporation,romanaairport.com,República Dominicana,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.romanaairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Cheddi Jagan International Airport Corporation (CJIAC),cjairport-gy.com,Guyana,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.cjairport-gy.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Combex-IM,,Guatemala,Ciudad de Guatemala (GUA),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Comisión Ejecutiva Portuaria Autónoma (CEPA),cepa.gob.sv,El Salvador,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.cepa.gob.sv,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Copa Airlines Cargo,,Panamá,Ciudad de Panamá (PTY),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Corporación Aeroportuaria de Cuenca (CORPAC),corpac.gob.ec,Ecuador,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.corpac.gob.ec,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Corporación América Airports,,Argentina,Buenos Aires (EZE/AEP),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Corporación Quiport S.A.,quiport.com,Ecuador,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.quiport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Curaçao Airport Partners N.V.,curacao-airport.com,Curazao,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.curacao-airport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
DAESP – Departamento Aeroviário do Estado de São Paulo,daesp.sp.gov.br,Brasil,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,http://www.daesp.sp.gov.br,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
DB Schenker,,México,CDMX,airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DHL Express,,Colombia,Bogotá (BOG),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DHL Express,,Brasil,São Paulo (GRU),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DHL Express,,Chile,Santiago (SCL),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DHL Express,,Perú,Lima (LIM),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DHL Express,,Panamá,Ciudad de Panamá (PTY),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DHL Express,,Rep. Dominicana,Santo Domingo (SDQ),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
DSV,,Brasil,São Paulo,airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Dirección General de Aeronáutica Civil (DGAC Guatemala),dgac.gob.gt,Guatemala,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.dgac.gob.gt,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Dirección General de Aviación Civil (DGAC Costa Rica),dgac.go.cr,Costa Rica,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.dgac.go.cr,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Dirección General de Aviación Civil (DGAC Ecuador),aviacioncivil.gob.ec,Ecuador,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.aviacioncivil.gob.ec,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Dirección Nacional de Aeronáutica Civil (DINAC),dinac.gov.py,Paraguay,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.dinac.gov.py,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Dominica Air and Sea Ports Authority,daspa.dm,Dominica,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.daspa.dm,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Empresa Administradora de Aeropuertos Internacionales (EAAI),eaai.com.ni,Nicaragua,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.eaai.com.ni,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Empresa Pública de Servicios Aeroportuarios de Manta (EP-EMSA),manta.gob.ec,Ecuador,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.manta.gob.ec,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
FedEx,,México,CDMX (MEX),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
FedEx,,Colombia,Bogotá (BOG),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
FedEx,,Puerto Rico,San Juan (SJU),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Fraport Brasil,fraport-brasil.com,Brasil,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.fraport-brasil.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
GAP,,México,Guadalajara / Tijuana,airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
GOLLOG,,Brasil,São Paulo (GRU),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Governo do Estado do Pará (aeropuertos no concesionados),transportes.pa.gov.br,Brasil,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.transportes.pa.gov.br,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grand Bahama Airport Company Ltd.,grandbahamaairport.com,Bahamas,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.grandbahamaairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grantley Adams International Airport Inc.,gaia.bb,Barbados,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.gaia.bb,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grenada Airports Authority,mbiagrenada.com,Granada,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.mbiagrenada.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grupo Aeroportuario del Centro Norte S.A.B. de C.V. (OMA),oma.aero,México,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.oma.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grupo Aeroportuario del Pacífico S.A.B. de C.V.,aeropuertosgap.com.mx,México,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.aeropuertosgap.com.mx,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grupo Aeroportuario del Sureste S.A.B. de C.V.,asur.com.mx,México,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.asur.com.mx,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
"Grupo Aeroportuario, Ferroviario y de Servicios Auxiliares Olmeca-Maya-Mexica S.A. de C.V.",grupomundomaya.com,México,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.grupomundomaya.com/#aeropuertos,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Grupo Puntacana (PUJ Airport),,Rep. Dominicana,Punta Cana (PUJ),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Grupo Puntacana S.A.,puntacanainternationalairport.com,República Dominicana,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.puntacanainternationalairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Infraero,gov.br,Brasil,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.gov.br/infraero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Inframerica,inframerica.aero,Brasil,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.inframerica.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Kuehne+Nagel,,Colombia,Bogotá,airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Kuehne+Nagel,,Brasil,São Paulo,airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
LATAM Cargo,,Chile,Santiago (SCL),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
LATAM Cargo,,Brasil,São Paulo (GRU/VCP),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
LATAM Cargo,,Colombia,Bogotá (BOG),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Lima Airport Partners (LAP),,Perú,Lima (LIM),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Lima Airport Partners S.R.L.,lima-airport.com,Perú,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.lima-airport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
MBJ Airports Limited,mbjairport.com,Jamaica,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.mbjairport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
MasAir,,México,Guadalajara (GDL),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Menzies Aviation,,Colombia,Bogotá (BOG),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Menzies Aviation,,Perú,Lima (LIM),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
Modern Logistics,,Brasil,São Paulo (GRU),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
NV Luchthavenbeheer,japi-airport.com,Surinam,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.japi-airport.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Nassau Airport Development Company (NAD),nassaulpia.com,Bahamas,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://nassaulpia.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Navegación Aérea y Aeropuertos Bolivianos (NAABOL),naabol.gob.bo,Bolivia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.naabol.gob.bo,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Nuevo Pudahuel S.A.,nueropudahuel.cl,Chile,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.nueropudahuel.cl,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
OINAC S.A.S.,oinac.com.co,Colombia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.oinac.com.co,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
OMA,,México,Monterrey,airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
OPAIN,,Colombia,Bogotá (BOG),airport_ops,10,False,pending,,BHS,Cargo & ULD Handling,,C:\Users\Juan\Downloads\PROSPECCIÓN\Línea Cargo\BASE DE DATOS CARGO LATAM.xlsx,CRM_Cargo_ULD_LATAM
OPAIN S.A.,eldorado.aero,Colombia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.eldorado.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
OPAM S.A.S.,opamsas.com.co,Colombia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.opamsas.com.co,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Ogle Airport Inc.,ogleairportgy.com,Guyana,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.ogleairportgy.com,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
Operadora Aeroportuaria del Caribe S.A.S.,baq.aero,Colombia,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://www.baq.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
PAC Kingston Airport Limited,nmia.aero,Jamaica,,airport_ops,10,False,pending,,BHS,MATEC | LÍNEA AEROPUERTOS,https://nmia.aero,C:\Users\Juan\Downloads\PROSPECCIÓN\Linea Aeropuertos\BASE DE DATOS AEROPUERTOS FINAL.xlsx,Base de Datos
